[DEBUG] 2018-11-05 15:22:08.478 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 15:56:59.813 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:00:22.570 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:11:42.596 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:21:08.042 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:23:50.704 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:27:41.644 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:30:39.817 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:37:41.236 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:38:39.030 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:40:39.436 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:42:02.896 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:45:21.014 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-05 16:49:01.316 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 14:29:53.073 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 14:33:52.539 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 14:43:35.483 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 14:48:36.765 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 14:50:52.927 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 14:53:53.521 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 14:55:44.717 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 14:57:56.773 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 15:00:52.621 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 15:07:13.069 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
[DEBUG] 2018-11-06 15:14:23.864 [main] UserDao - The list of users [User{id=1, firstName='John', lastName='Johnson', password='password1', emailAddress='jj@here.com', zipcode='53901', favoriteGenre='Metal'}, User{id=2, firstName='Joe', lastName='Johnson', password='password2', emailAddress='jj2@here.com', zipcode='53954', favoriteGenre='Classic Rock'}, User{id=3, firstName='Jack', lastName='Jackson', password='password3', emailAddress='jj3@there.net', zipcode='53712', favoriteGenre='Electronic'}]
